start,low,high,open,close,volume,signal,fibonacciretracement_signal,RSI,rsi_signal
2025-05-26 11:00:00,3.5755,3.5888,3.5818,3.584,56222.6,1.0,1.0,29.90196078431373,1.0
2025-05-26 11:15:00,3.5706,3.5868,3.585,3.5764,89857,-1.0,-1.0,16.00719424460418,1.0
2025-05-26 18:15:00,3.4629,3.484,3.4812,3.484,290081.1,1.0,1.0,30.296456977584967,0.0
2025-05-26 18:30:00,3.4695,3.4885,3.484,3.4711,89600.7,-1.0,-1.0,29.90720913633116,1.0
2025-05-26 23:30:00,3.4687,3.4845,3.4687,3.4832,72253.9,1.0,1.0,50.583333333333464,0.0
2025-05-27 00:30:00,3.473,3.4899,3.489,3.4785,63693.9,-1.0,-1.0,43.78787878787879,0.0
2025-05-27 12:15:00,3.5639,3.625,3.5639,3.6206,841364.3,1.0,1.0,73.64746945898779,-1.0
2025-05-28 17:30:00,3.5555,3.5898,3.5884,3.5606,402177.7,-1.0,-1.0,32.84433577832104,0.0
2025-05-28 23:00:00,3.5693,3.587,3.5712,3.587,60394.5,1.0,1.0,81.89415041782742,-1.0
2025-05-29 00:15:00,3.5708,3.5916,3.5736,3.5893,382036.6,1.0,1.0,59.306706857573545,0.0
2025-05-29 14:15:00,3.532,3.5886,3.5886,3.5501,814248.4,-1.0,-1.0,28.443649373881925,1.0
2025-05-29 15:00:00,3.5723,3.6074,3.5953,3.5765,605508.1,-1.0,-1.0,25.93001841620631,1.0
2025-05-29 18:15:00,3.5728,3.5912,3.5896,3.5728,62442.2,-1.0,-1.0,42.24860335195527,0.0
2025-05-29 22:00:00,3.5761,3.5935,3.5932,3.5767,76673.9,-1.0,-1.0,61.55642023346307,0.0
2025-05-30 01:00:00,3.374,3.429,3.386,3.4246,731409.8,1.0,1.0,22.38955823293172,1.0
2025-05-30 02:30:00,3.4769,3.5192,3.4774,3.5134,270810,1.0,1.0,45.743562795585916,0.0
2025-05-30 11:30:00,3.4691,3.4898,3.4847,3.4692,46019.7,-1.0,-1.0,56.18556701030919,0.0
2025-05-30 12:00:00,3.4496,3.501,3.4866,3.4545,109398.7,-1.0,-1.0,48.20982514571193,0.0
2025-05-30 12:30:00,3.4544,3.4895,3.4568,3.4865,93274.5,1.0,1.0,56.977640709329194,0.0
2025-05-30 16:30:00,3.25,3.3933,3.3928,3.2958,2183932.9,-1.0,-1.0,25.742271196816688,1.0
2025-05-30 18:15:00,3.2851,3.3384,3.2979,3.3306,348138.2,1.0,1.0,27.157652474108204,1.0
2025-05-30 23:45:00,3.1852,3.2238,3.2116,3.1894,510438.8,-1.0,-1.0,19.83648881239243,1.0
2025-05-31 13:00:00,3.182,3.217,3.1839,3.2034,299526.9,1.0,1.0,67.3875924871941,0.0
2025-05-31 14:00:00,3.1808,3.2466,3.1845,3.2337,462647.6,1.0,1.0,77.28628230616312,-1.0
2025-06-01 22:00:00,3.306,3.3376,3.3062,3.3356,483212.6,1.0,1.0,76.21202327084647,-1.0
2025-06-01 22:30:00,3.3135,3.3279,3.3244,3.3177,52977.1,-1.0,-1.0,63.48238482384816,0.0
